x,y,z
29.445,-12.082,3.759
20.923,-10.716,-1.585
19.725,-14.114,1.277
22.243,6.322,-12.255
26.897,-9.36,-6.397
28.263,-7.948,-5.901
29.897,0.164,-2.901
30.691,0.226,-4.293
30.611,1.632,-4.353
44.381,1.282,15.007
47.233,1.534,15.975
46.621,0.898,14.869
45.129,2.002,16.439
47.423,1.42,16.255
47.657,-0.422,16.321
49.631,-0.412,14.821
23.647,-8.116,-2.231
21.059,-7.764,-1.949
21.007,-7.802,-1.927
20.925,-8.782,-1.531
20.303,-8.324,-1.609
20.481,-11.958,1.537
20.419,-9.796,1.435
31.423,8.526,2.067
32.737,7.042,1.483
31.775,8.126,1.909
34.417,7.064,0.971
31.099,8.684,2.185
30.781,8.514,2.263
31.135,8.708,2.209
31.361,8.654,2.177
36.245,7.47,1.471
26.251,-10.112,18.613
27.501,-9.174,18.257
29.969,5.074,17.233
25.099,-10.82,20.023
25.163,-10.752,20.549
40.773,5.602,4.603
38.917,4.896,2.457
38.479,6.93,2.265
39.707,3.186,3.187
13.319,-20.746,31.481
15.315,-21.114,30.739
14.885,-21.076,33.917
26.197,-4.76,-12.979
27.833,-3.436,-12.101
14.149,-13.98,20.677
16.587,-14.266,20.857
16.169,-15.224,21.721
19.891,-12.968,24.049
18.115,-15.074,22.995
18.733,-14.016,21.993
37.271,11.27,4.553
38.897,9.918,4.387
37.211,9.192,2.497
34.625,9.236,1.701
31.239,8.766,2.193
33.303,1.196,17.109
35.393,-12.574,12.717
36.035,-13.376,11.155
32.923,4.368,14.743
34.257,10.564,13.987
34.485,1.018,14.373
23.517,-16.072,8.291
25.245,-15.766,16.991
21.195,-17.152,17.621
22.359,-18.114,16.293
22.269,-12.996,21.679
28.565,-15.582,13.731
12.435,-14.696,17.083
18.381,-14.426,18.909
25.993,-0.504,-11.771
14.117,-2.87,-7.237
18.389,3.916,-10.259
14.071,3.288,-6.987
15.697,3.618,-9.141
18.267,6.93,-10.519
21.239,5.452,-11.071
20.149,-8.532,-0.927
19.587,-8.242,-0.727
26.741,-5.272,-2.287
24.715,-3.404,-2.327
24.861,-3.7,-2.371
25.103,-3.708,-2.305
26.557,-4.848,-2.217
26.599,-4.974,-2.243
26.005,-6.022,-2.715
32.515,-11.346,2.771
35.811,-11.782,2.831
32.541,-13.05,3.859
34.627,-10.204,1.569
14.071,-5.928,-7.911
15.743,-6.136,-9.927
34.417,-8.02,0.869
32.437,-8.004,1.473
32.711,-7.642,1.281
32.303,-6.862,1.179
35.573,-5.352,0.883
32.075,-6.404,1.231
33.573,-4.762,1.197
31.993,-6.232,1.257
32.329,10.976,13.539
22.749,-3.072,39.115
24.567,-3.55,36.109
25.655,-0.566,36.593
25.967,-3.734,31.935
7.717,-42.496,-22.899
7.705,-42.72,-22.491
8.163,-42.802,-22.447
14.953,16.926,5.121
13.421,16.16,4.609
16.161,-21.346,33.079
16.189,-20.81,35.561
17.201,-21.014,34.807
17.585,-20.156,36.767
35.575,4.396,0.949
36.397,2.212,2.029
33.575,3.8,1.255
34.683,1.72,2.101
35.497,-0.338,3.891
33.265,-0.342,4.215
34.683,-2.374,2.073
31.977,-2.012,3.349
14.565,-14.902,18.003
15.641,6.784,-9.403
13.975,6.388,-7.413
18.445,9.716,-9.995
21.303,7.558,-11.071
28.137,8.144,-5.251
27.319,7.906,-3.935
26.747,9.568,-5.631
28.507,8.38,-7.027
21.459,-6.914,-2.461
21.631,-7.33,-2.277
23.037,-6.498,-2.959
23.467,-6.632,-2.967
43.187,0.922,5.311
40.927,-0.342,4.587
42.089,-4.6,6.875
40.881,-2.806,5.083
40.877,-2.606,5.085
43.187,-1.62,5.295
26.213,-3.766,-1.899
44.715,3.538,15.599
46.839,1.81,15.531
47.603,2.894,15.049
16.425,-19.882,29.323
22.469,7.934,-12.009
21.653,9.468,-10.285
29.695,2.262,-2.845
12.489,11.686,2.487
16.987,0.218,44.049
13.309,-0.63,46.061
17.313,-0.618,44.311
21.101,-0.604,41.995
18.529,-18.81,37.615
17.091,-19.438,36.997
18.807,-19.184,37.491
41.441,6.094,11.477
25.093,-6.998,-2.893
24.427,-6.894,-2.899
25.217,-6.852,-2.975
20.427,1.22,41.657
23.645,-0.586,39.597
29.847,9.714,13.741
10.441,-14.07,15.303
10.523,-14.884,15.427
48.495,2.932,14.251
50.095,1.182,13.349
50.423,1.168,11.573
49.083,2.972,12.933
36.259,-4.668,14.807
38.063,-6.442,14.673
19.241,-13.08,26.865
40.219,-7.064,13.099
25.657,-16.802,15.505
13.637,-19.986,12.281
31.467,1.156,22.079
31.301,-0.466,22.455
32.619,-0.462,21.733
42.223,5.068,9.209
47.609,2.252,8.443
48.497,-3.75,14.201
26.655,-9.798,20.619
38.999,-12.302,6.723
38.899,-10.922,4.245
40.353,-10.774,6.561
34.855,-13.566,4.887
30.823,-14.318,6.585
34.451,-14.502,7.403
31.167,-14.768,8.571
30.403,-13.488,4.933
37.367,-5.812,1.387
38.481,-7.904,2.165
36.245,-8.434,1.363
37.945,-3.36,2.379
39.709,-3.854,3.139
22.747,1.904,39.147
20.425,-2.424,41.633
27.399,9.372,3.567
27.807,8.34,3.197
27.275,8.582,3.521
27.343,8.328,3.621
27.415,7.858,3.853
27.107,7.482,4.365
15.707,-15.504,22.871
13.921,-14.696,21.405
13.891,-15.078,22.613
29.499,7.048,2.479
29.419,7.886,2.617
30.131,8.164,2.425
19.675,-12.742,4.713
23.065,-5.264,31.649
24.133,-5.166,27.949
21.269,-6.476,31.105
33.949,-13.656,11.571
37.943,2.702,2.421
39.143,-0.344,4.795
20.809,-12.258,7.849
11.977,-13.636,22.125
10.901,14.248,4.597
41.059,-4.348,4.785
23.745,-11.868,6.913
24.557,-13.75,7.879
23.177,-12.33,7.967
23.935,-11.714,6.559
24.117,-11.392,6.053
23.871,-11.554,6.471
6.843,-8.336,24.885
12.275,-8.944,26.807
11.985,-10.334,27.561
11.027,-9.834,25.025
14.623,0.208,-6.981
11.419,-13.156,24.455
10.857,-12.328,23.687
10.943,-11.386,23.029
13.413,-6.804,-3.495
13.833,-4.524,-4.093
14.021,-6.49,-4.567
11.839,-18.102,26.439
12.319,-14.218,23.191
14.057,-18.814,25.797
48.629,0.972,8.543
46.499,0.788,6.751
36.689,-0.338,3.801
32.431,-7.068,15.229
30.611,-9.16,15.369
33.535,-7.266,14.603
50.473,-0.402,13.419
50.909,-0.39,11.707
27.517,-16.31,10.869
28.083,-16.074,12.211
30.473,-14.548,10.269
43.209,-2.514,17.253
43.347,-3.328,16.937
41.101,-0.43,17.331
40.725,-2.322,17.101
43.695,-0.432,17.525
34.485,-1.84,14.355
37.495,-2.132,16.347
37.495,1.282,16.371
37.789,-0.426,16.599
40.773,-6.608,4.519
40.095,-8.872,4.291
37.211,-10.17,2.363
37.273,-12.276,4.393
49.361,-1.866,14.797
50.097,-1.988,13.327
8.413,13.386,9.415
9.537,12.334,5.747
10.027,16.1,8.221
7.727,-42.23,-23.371
6.689,-43.616,-23.545
11.401,17.042,30.341
12.249,18.66,29.047
11.835,17.106,26.679
10.943,15.464,28.213
11.897,13.862,29.745
14.053,17.828,26.049
14.385,19.234,28.309
12.649,15.984,32.211
14.467,15.002,32.123
11.907,-46.428,-17.849
14.517,-44.952,-21.881
15.957,-43.87,-21.103
14.149,-42.33,-24.971
16.035,-40.276,-23.791
16.959,19.044,14.359
19.361,18.336,15.963
20.809,18.652,14.619
15.777,-39.436,-24.843
14.471,-16.072,31.911
15.593,-17.488,33.953
16.855,-17.73,33.159
14.491,-18.368,34.507
15.487,-19.716,35.945
17.057,-18.572,36.737
33.361,-2.744,19.099
32.693,-2.29,21.281
31.467,-2.086,22.057
30.247,-0.482,24.617
5.101,-4.258,24.569
5.391,-6.898,23.701
17.863,0.692,38.603
20.617,2.99,38.045
19.351,1.784,37.477
5.427,-7.32,23.453
5.507,-7.966,23.109
20.225,-17.864,38.077
17.507,-18.068,36.133
9.225,-12.116,7.193
12.073,-9.634,3.081
9.541,-13.044,5.573
17.249,-20.434,32.563
38.235,5.342,14.865
43.081,4.884,15.579
43.101,4.522,15.467
44.965,4.202,15.197
45.417,-2.57,6.623
47.609,-2.99,8.407
46.083,-3.796,8.059
46.499,-1.502,6.735
48.629,-1.71,8.523
50.423,-1.95,11.551
49.261,-3.506,11.259
42.173,-4.394,6.861
47.435,-4.928,10.805
42.225,-5.818,9.135
32.289,-9.316,14.185
44.885,-2.584,16.909
36.149,-4.752,14.653
34.757,-3.272,13.863
39.923,-11.584,8.947
38.023,-13.154,9.083
36.991,-13.488,7.047
33.929,-0.438,18.231
35.671,-14.05,9.279
36.755,2.708,15.729
42.019,3.462,16.763
40.725,1.466,17.127
47.219,-5.322,12.221
46.587,-5.598,13.333
33.175,-14.338,10.037
23.935,-12.256,17.665
24.013,-12.394,19.199
33.649,-5.422,14.139
32.695,-3.988,13.761
32.923,-5.196,14.679
31.681,-3.892,14.317
29.451,-8.07,16.265
27.825,-10.574,16.041
34.469,-0.414,14.759
33.267,-2.364,15.439
30.927,-6.608,15.799
31.917,-5.85,1.481
30.973,-5.956,1.895
32.425,-0.362,7.191
43.769,-0.346,5.221
37.367,4.846,1.457
13.767,-3.656,-4.437
13.279,-0.324,1.317
12.027,-0.314,-0.181
11.943,1.734,0.001
13.017,5.206,1.769
11.405,-18.088,30.099
10.947,-16.482,27.993
11.901,-14.9,29.549
11.433,-12.158,26.101
13.807,-3.142,-4.601
12.327,-11.542,27.581
10.873,-11.096,25.719
33.647,4.6,14.207
38.919,-5.554,2.385
44.885,1.732,16.939
45.759,-0.428,17.079
36.397,-2.866,1.995
32.291,-6.832,1.181
31.775,-8.756,1.757
31.215,-9.396,1.997
49.177,-0.37,8.663
49.083,-3.77,12.887
43.209,1.652,17.281
43.345,2.47,16.977
43.743,2.612,16.443
43.109,3.39,16.249
40.881,2.112,5.117
41.059,3.658,4.839
40.093,7.868,4.405
41.383,-8.498,6.615
29.555,-7.398,2.503
29.495,-7.87,2.467
29.607,-7.022,2.561
29.745,-6.068,2.703
30.507,-5.994,2.203
33.707,-0.42,15.691
15.589,16.392,34.187
14.489,17.262,34.751
12.173,-37.17,-29.275
19.947,15.088,18.705
18.613,13.904,19.151
18.117,-11.772,28.427
17.283,-12.712,28.289
18.189,-13.774,27.029
13.927,-10.184,28.831
16.747,-8.934,28.361
19.919,-11.656,26.079
18.821,-10.28,27.549
24.273,-8.29,26.107
28.609,-5.05,25.213
21.393,-9.616,26.911
22.147,-12.108,24.617
24.291,-10.62,24.193
12.653,-17.056,31.983
12.627,-19.298,32.429
5.481,-10.372,19.153
5.459,-10.494,18.717
9.927,-13.262,18.905
8.135,-11.186,21.949
4.369,-10.032,17.981
4.781,-10.158,18.415
18.173,-18.222,35.549
31.423,2.336,16.641
14.199,-19.854,34.493
27.823,9.726,16.179
36.959,7.02,14.807
46.935,-0.356,6.781
32.821,-0.422,16.063
25.251,-10.086,23.131
24.147,-11.868,21.329
16.331,-16.494,31.101
22.355,17.26,16.535
21.191,16.28,17.851
16.421,18.848,29.589
16.299,17.204,26.687
15.309,20.06,31.021
16.155,20.26,33.367
15.661,-15.526,2.651
31.565,-4.89,14.985
41.159,8.34,8.937
24.243,-9.976,5.757
24.773,-9.894,5.313
24.715,-10.086,5.387
25.283,-10.528,4.985
27.401,-10.048,3.435
27.375,-10.068,3.453
27.279,-9.258,3.397
12.253,-19.688,28.783
6.889,-13.31,9.791
7.435,-12.81,8.727
8.277,-12.652,9.743
11.393,-7.434,1.017
11.411,-7.342,0.981
11.483,-7.006,0.843
11.621,-6.35,0.575
11.697,-5.994,0.431
13.019,-5.86,1.695
6.113,-11.982,15.919
17.641,0.54,38.767
16.955,0.09,39.331
18.731,2.018,40.531
27.443,7.59,3.971
29.519,6.93,2.523
29.557,6.632,2.541
29.507,3.792,3.241
19.573,1.914,37.141
42.901,4.052,15.947
42.073,3.382,15.331
42.339,4.026,15.235
42.961,4.334,15.117
17.865,-1.852,38.585
19.353,-2.928,37.443
20.617,-4.14,37.995
19.571,-3.054,37.107
13.899,-11.424,28.613
15.099,-0.606,42.473
18.729,-3.204,40.495
16.169,-1.794,43.337
16.985,-1.452,44.037
24.569,2.426,36.149
31.977,1.338,3.373
31.925,5.484,1.325
32.071,5.774,1.297
23.153,12.366,18.175
9.597,-37.576,-27.651
12.329,6.154,-0.727
12.335,6.01,-0.739
12.301,6.788,-0.667
11.695,5.354,0.507
19.189,-19.298,37.161
12.305,-8.336,-0.773
12.591,-8.426,-1.335
41.161,-9.406,8.815
38.187,-12.336,11.277
9.163,-11.44,5.355
9.197,-11.404,5.287
10.593,-9.918,2.565
14.389,-20.252,28.037
11.943,-2.364,-0.027
11.927,-2.59,0.001
12.745,-45.944,-19.855
18.253,-20.306,36.177
13.293,-46.118,-22.621
12.343,-47.304,-23.291
12.463,-44.546,-25.275
16.173,-10.712,29.151
5.991,-13.256,11.553
8.547,-13.136,12.499
6.553,-13.614,10.449
8.225,-12.418,7.181
8.239,-12.406,7.157
47.425,-2.266,16.231
12.101,-12.858,21.433
18.703,-19.804,35.577
10.905,-15.038,4.397
17.541,-18.948,32.579
18.669,-18.94,35.315
17.275,14.426,24.103
16.185,19.69,35.839
15.483,18.59,36.205
17.087,18.298,37.257
17.581,19.02,37.037
17.195,19.904,35.087
16.363,13.956,29.753
18.185,12.772,27.211
17.255,15.598,28.221
17.281,11.694,28.457
25.431,-10.642,4.885
25.997,-11.194,4.527
26.637,-10.614,3.923
26.865,-10.446,3.779
27.345,-9.006,3.503
27.417,-8.54,3.739
27.109,-8.17,4.259
26.559,-8.012,4.861
26.575,-7.524,5.165
27.453,-8.27,3.871
42.315,4.272,16.201
13.887,14.136,22.813
12.317,13.268,23.381
28.011,-11.352,15.443
31.873,5.378,1.341
31.845,5.232,1.423
31.341,5.284,1.645
30.405,4.876,19.163
17.245,19.356,32.835
17.135,17.026,30.271
45.131,-2.852,16.405
10.471,-41.902,-23.645
12.269,-43.752,-26.355
9.581,-40.242,-25.817
9.223,11.384,7.355
8.275,11.886,9.911
6.775,-40.04,-25.659
6.697,-43.352,-24.017
42.121,2.37,15.243
44.315,2.62,15.709
20.823,2.884,35.113
21.763,3.772,35.125
15.711,-11.852,28.867
8.601,-42.946,-22.287
11.311,-43.538,-21.823
14.765,18.634,8.215
16.689,18.604,8.621
15.593,19.25,12.133
14.989,19.12,10.159
13.061,-8.034,-2.255
13.179,-7.934,-2.485
13.217,-7.902,-2.559
13.273,-7.858,-2.667
13.513,-7.656,-3.137
8.415,-14.146,9.225
12.863,-35.59,-24.323
49.361,1.04,14.813
11.191,-8.058,1.407
-6.685,-8.042,20.383
-6.729,-7.812,20.469
-6.673,-8.114,20.355
-6.669,-8.126,20.351
17.139,-18.07,30.029
16.365,-14.994,29.555
14.145,-14.28,30.199
12.027,-0.316,-0.181
12.011,-0.7,-0.151
14.143,13.234,30.387
15.707,10.826,29.023
13.895,10.4,28.761
13.713,2.868,-3.457
14.033,0.048,-3.125
13.641,3.204,-3.315
18.377,13.536,19.101
23.017,-12.354,7.997
17.233,-4.444,5.883
17.573,-5.812,4.931
19.343,-6.288,4.391
17.161,-4.162,6.087
19.589,-4.62,5.533
22.725,-5.146,1.545
23.311,-2.048,2.417
24.025,-3.468,-1.583
24.401,-1.308,-0.927
24.251,-2.718,-2.613
24.313,-2.394,-2.577
24.453,-1.524,-2.185
24.471,-1.426,-2.165
24.545,-0.732,-2.053
23.035,4.386,-2.485
23.023,4.398,-2.499
22.991,4.456,-2.443
16.873,-2.198,6.235
16.983,-3.068,6.273
17.083,-2.33,6.355
16.813,-1.44,5.973
16.761,-0.498,5.525
19.735,-2.6,5.969
19.303,-0.232,4.649
16.753,-0.282,5.395
22.957,-0.102,2.157
19.705,2.022,6.165
23.287,1.818,2.581
19.531,4.068,5.901
22.659,4.97,1.973
19.261,5.822,4.905
18.747,7.178,2.113
18.623,6.98,2.819
18.185,6.718,3.153
17.615,6.326,3.673
17.611,5.866,0.949
18.005,5.994,0.649
17.811,2.924,-0.209
19.829,0.04,-1.715
19.097,4.976,-0.423
19.889,5.152,-1.077
20.037,5.086,-1.209
18.939,5.576,-0.207
21.095,2.268,-2.669
20.963,0.094,-2.845
21.101,2.404,-2.657
21.101,4.342,-2.463
18.089,-6.118,0.135
17.669,-6.016,0.463
17.841,-2.848,-0.487
17.923,-1.35,-0.831
20.105,-5.028,-1.637
19.953,-5.11,-1.505
19.161,-5.0,-0.841
19.011,-5.62,-0.677
20.965,0.09,-2.845
21.115,-2.108,-2.843
21.123,-2.242,-2.841
21.141,-4.182,-2.805
24.391,0.034,-0.871
24.383,1.38,-0.813
23.977,3.58,-1.285
24.451,1.602,-2.043
24.429,1.712,-2.055
24.277,2.606,-2.373
24.215,2.916,-2.381
23.405,3.814,-2.783
23.525,3.946,-1.921
16.955,-1.26,39.321
17.641,-1.702,38.753
31.211,2.728,17.865
17.603,6.028,1.173
18.089,6.932,1.885
18.319,7.054,1.787
17.595,6.17,1.383
17.659,6.684,2.041
19.241,6.202,0.421
18.563,7.156,1.815
19.977,5.17,-1.087
19.057,5.824,0.043
19.747,6.818,1.211
18.755,7.226,1.891
20.023,5.18,-1.079
20.161,5.212,-1.051
21.827,4.36,-2.567
21.431,5.498,-0.863
21.683,5.554,-0.781
21.763,5.656,-0.633
22.779,4.274,-2.711
23.009,4.384,-2.521
22.887,4.232,-2.731
23.049,-4.256,-2.811
23.081,-4.194,-2.861
23.093,-4.182,-2.847
23.455,-3.588,-3.089
23.579,-3.786,-2.247
21.921,-5.566,-0.935
21.841,-5.62,-1.113
21.933,-5.594,-0.609
21.955,-5.63,-0.199
21.857,-5.816,0.453
18.649,-7.538,1.403
20.317,-6.644,0.895
21.469,-5.94,1.119
19.831,-6.968,0.633
18.653,-7.524,1.493
18.617,-7.438,1.859
17.687,-6.062,4.447
17.645,-6.706,3.115
18.235,-7.21,2.233
18.051,-7.128,2.353
17.661,-6.208,0.689
18.169,-7.324,1.507
17.653,-6.372,0.897
18.475,-7.474,1.371
17.719,-7.134,1.747
19.323,-6.294,-0.101
18.569,-7.512,1.377
19.137,-5.9,-0.437
20.043,-5.128,-1.517
20.107,-5.14,-1.507
20.233,-5.17,-1.487
21.881,-4.18,-2.909
21.505,-5.448,-1.327
21.761,-5.508,-1.253
22.847,-4.068,-3.047
22.953,-4.024,-3.063
23.067,-4.178,-2.883
18.831,-4.828,36.953
46.621,-1.724,14.851
17.055,1.684,6.523
26.743,-3.492,27.137
10.057,-17.646,10.157
8.661,-14.798,12.551
8.357,-14.538,10.927
10.539,-17.902,12.325
29.339,6.604,19.703
21.841,5.59,-0.463
21.851,5.59,-0.133
21.873,5.594,0.255
21.769,5.726,0.929
21.383,5.788,1.599
20.215,6.496,1.435
24.531,0.08,-1.955
8.413,-12.95,11.123
24.535,0.9,-1.985
24.531,0.082,-1.955
17.635,-6.848,2.865
17.653,-6.934,2.713
7.221,2.178,-6.783
7.197,2.486,-6.733
7.715,2.408,-7.745
7.715,-0.262,-7.763
7.321,-0.058,-6.989
7.329,-0.268,-7.009
-7.567,2.2,22.177
-6.819,7.272,20.747
-7.285,2.448,21.625
-7.567,0.186,22.163
-6.649,7.274,20.411
-6.667,7.22,20.447
6.967,7.46,-6.245
6.515,7.278,-5.361
6.469,7.452,-5.271
-6.585,7.454,20.287
-5.675,9.092,18.515
0.745,-32.802,-18.481
0.747,-32.8,-18.479
1.157,-31.82,-18.417
-5.101,11.212,17.409
-5.031,11.476,17.271
-5.397,11.598,17.989
6.419,7.642,-5.171
6.097,8.866,-4.535
5.563,10.436,-3.477
4.881,11.738,-2.135
5.319,10.898,-2.999
5.543,11.746,-3.427
-4.995,11.604,17.203
-4.691,12.736,16.613
4.735,12.016,-1.847
4.693,12.098,-1.763
3.349,14.26,0.879
3.045,14.84,1.475
3.581,14.848,0.427
2.927,15.066,1.709
2.745,15.416,2.071
2.737,15.44,2.085
14.191,-0.124,-4.413
14.205,-0.06,-4.443
14.205,0.26,-4.441
14.123,0.574,-4.275
13.457,7.438,-2.927
11.481,6.358,0.933
12.297,6.804,-0.659
11.681,5.42,0.535
11.409,6.696,1.077
12.249,7.0,-0.565
12.171,7.42,-0.409
11.189,7.406,1.513
12.161,7.362,-0.391
11.391,6.786,1.115
10.591,9.25,2.695
9.195,10.696,5.439
12.033,11.724,-0.111
12.227,7.784,-0.517
4.091,11.616,15.435
3.395,11.608,16.799
3.991,11.586,15.631
8.235,11.672,7.321
9.159,10.732,5.507
3.327,10.324,16.923
8.223,11.686,7.347
7.433,12.056,8.897
3.437,12.424,16.721
5.987,12.462,11.729
6.549,12.836,10.631
10.075,14.826,3.743
6.887,12.542,9.969
6.673,12.744,10.389
5.135,11.932,13.393
4.521,11.746,14.595
3.561,14.736,16.497
7.773,16.438,8.261
3.569,14.918,16.479
5.353,16.406,12.995
3.579,15.114,16.459
0.453,28.732,-8.809
-6.987,27.584,-15.263
-2.775,26.978,-12.395
-3.929,28.118,-12.571
-6.439,29.034,-13.933
-3.857,28.09,-12.533
0.201,30.09,-8.153
-0.187,29.064,-9.093
-0.201,29.022,-9.133
-0.253,29.008,-9.181
-1.375,38.624,-4.031
-1.849,41.188,-2.793
-2.397,39.738,-4.121
1.829,32.374,-5.469
1.275,32.93,-5.549
-0.373,37.53,-3.941
-0.313,37.472,-3.931
1.255,32.996,-5.523
0.987,36.936,-3.265
-9.175,30.032,-15.417
-2.753,40.128,-4.153
-10.285,31.292,-15.483
-11.055,30.388,-16.643
-5.919,43.99,-4.175
-4.667,42.174,-4.347
-4.603,42.146,-4.315
-10.585,31.634,-15.501
-6.387,42.752,-5.311
-10.133,44.6,-7.043
-9.485,43.792,-7.049
-10.207,43.46,-7.815
-10.949,32.046,-15.523
-12.977,34.354,-15.645
-10.639,43.262,-8.271
-13.029,34.41,-15.649
-13.387,35.984,-14.943
-13.893,34.64,-16.173
-13.359,42.842,-10.631
-12.489,42.406,-10.233
-12.447,42.428,-10.187
-13.577,39.522,-12.875
-13.713,37.418,-14.297
-13.947,38.45,-13.831
-13.961,38.504,-13.807
-14.737,39.198,-13.971
-13.945,38.546,-13.769
-17.437,-27.006,-1.613
-17.095,-25.432,-2.283
-16.775,-25.7,-4.211
-16.957,-25.388,-2.991
-16.791,-25.252,-3.785
-18.051,-29.564,-0.211
-17.801,-27.592,-0.083
-17.529,-22.66,2.155
-17.515,-22.644,2.091
-17.515,-22.648,2.091
-17.841,-27.658,0.089
-18.047,-26.894,1.781
-17.985,-25.664,2.367
-17.969,-25.688,2.261
-17.935,-25.16,2.471
-17.955,-25.468,2.349
-18.229,-24.78,4.351
-17.835,-24.706,2.279
-17.781,-24.358,2.245
-17.655,-23.55,2.173
-17.607,-23.24,2.145
-17.575,-23.034,2.125
-16.251,-25.032,-4.369
-16.505,-25.136,-4.095
-15.781,-24.732,-4.775
-14.753,-24.16,-5.745
-9.551,-21.556,-7.453
-11.159,-22.34,-7.511
-10.413,-21.976,-7.483
-8.389,-21.004,-7.423
-8.281,-20.952,-7.419
-7.441,-21.476,-8.265
-8.015,-20.826,-7.413
-7.477,-20.538,-7.369
-3.595,-19.91,-5.525
-5.405,-19.958,-6.149
-3.331,-19.902,-5.433
-1.997,-19.304,-4.431
-2.755,-19.644,-4.999
-1.887,-22.248,-7.239
-5.761,-19.968,-6.271
-6.079,-20.074,-6.475
-5.741,-19.968,-6.263
-1.675,-20.046,-4.751
-1.103,-21.622,-5.579
-1.325,-19.368,-3.611
0.179,-22.924,-5.199
1.299,-23.168,-3.967
2.291,-24.848,-4.347
0.045,-19.394,-1.829
2.111,-20.068,0.213
1.329,-20.698,-1.447
1.423,-23.194,-3.829
1.901,-22.272,-2.273
-0.327,-19.312,-2.239
0.589,-19.12,-0.839
2.507,-27.658,8.187
-1.195,-35.4,6.573
2.687,-32.442,3.625
-1.375,-30.62,11.135
-5.613,-35.272,8.553
-6.343,-34.182,9.883
-6.645,-36.664,7.679
-3.945,-35.408,7.723
-2.481,-34.598,7.867
-6.825,-31.884,12.243
-5.707,-32.776,10.935
-5.541,-32.686,10.951
-1.679,-33.102,8.935
-2.315,-34.508,7.883
-4.079,-31.878,11.093
-2.409,-32.014,10.263
-12.201,-35.892,6.653
-12.381,-31.112,11.215
-14.311,-33.968,5.805
-15.597,-32.662,5.423
-16.375,-33.292,3.763
-16.165,-31.09,6.253
-16.557,-28.512,8.327
-15.691,-30.166,7.807
-15.565,-30.194,7.945
-13.195,-34.212,7.033
-14.447,-30.436,9.173
-13.163,-31.74,9.555
-13.069,-34.238,7.171
-12.593,-33.316,8.725
8.011,-16.342,5.313
7.777,-17.182,8.029
6.847,-16.806,6.297
10.079,-15.508,3.535
8.165,-15.73,3.325
4.515,-15.862,1.949
3.585,-15.486,0.219
4.875,-15.718,1.643
6.659,-15.496,1.789
7.005,-15.498,1.965
3.351,-16.326,2.935
2.741,-16.1,1.869
3.195,-16.94,4.923
2.817,-17.082,5.217
2.899,-17.166,5.541
4.359,-17.172,6.285
6.487,-16.952,6.603
4.701,-17.172,6.459
5.357,-17.216,12.765
2.445,-17.176,7.013
4.471,-17.172,6.489
2.897,-17.172,6.249
3.011,-17.17,6.031
2.981,-17.168,5.863
1.941,-17.204,11.021
0.513,-17.2,10.293
2.171,-17.204,10.993
2.283,-17.206,11.197
3.289,-16.406,14.557
3.501,-15.976,16.191
2.271,-16.012,15.425
3.585,-15.974,16.243
0.017,-16.928,10.999
0.155,-16.982,10.881
3.445,-16.992,12.561
-2.679,-15.584,14.355
-1.481,-16.04,13.363
-1.525,-15.804,14.175
-0.933,-15.696,14.871
-1.223,-15.588,15.099
-1.459,-16.054,13.323
-6.085,-31.206,-16.835
-2.863,-37.864,-20.755
-7.901,-36.01,-16.897
-1.049,-33.064,-20.695
-1.763,-32.044,-19.437
-0.209,-31.026,-19.135
-3.505,-32.06,-18.721
-4.415,-31.068,-17.407
-4.337,-30.826,-17.213
1.917,-29.46,-18.559
0.169,-29.842,-18.183
-2.407,-28.626,-15.959
-3.961,-29.644,-16.263
-3.121,-27.602,-14.701
-0.665,-28.608,-16.675
0.245,-29.6,-17.989
0.197,-26.158,-11.061
4.301,-28.234,-15.517
4.431,-28.364,-15.805
5.169,-27.988,-14.869
5.015,-28.028,-14.977
1.123,29.53,-1.319
1.965,29.522,-1.547
0.479,27.744,-2.963
0.535,30.492,-0.191
0.589,33.226,2.567
0.435,25.47,-5.259
-0.919,32.914,2.639
-0.877,32.8,2.515
-2.635,33.738,3.919
-3.321,35.592,5.977
0.043,26.528,-4.085
-0.359,25.412,-5.111
-0.425,25.246,-5.265
-3.591,22.16,-7.577
-3.569,23.284,-6.441
-3.353,34.084,4.455
-5.035,22.366,-6.993
-9.031,20.478,-7.877
-5.315,22.332,-6.955
-5.695,22.286,-6.905
-6.347,22.206,-6.817
-8.475,21.948,-6.529
-4.965,22.412,-6.965
-4.949,22.422,-6.959
-4.945,22.424,-6.957
-4.945,22.426,-6.957
-4.901,22.454,-6.939
-3.745,34.266,4.741
-3.815,34.284,4.779
-3.641,34.222,4.671
-9.029,20.476,-7.879
-6.885,35.12,6.417
-7.055,35.172,6.513
-7.223,35.152,6.537
-8.743,34.972,6.745
-8.721,35.986,7.769
-9.003,21.884,-6.459
-9.031,20.478,-7.875
-10.279,21.728,-6.287
-9.555,20.996,-7.217
-9.123,34.926,6.797
1.769,28.592,7.133
1.615,20.84,-0.693
3.143,24.888,3.019
0.461,28.458,7.337
0.543,28.236,7.089
0.451,28.464,7.343
-1.523,29.29,8.691
-2.143,30.958,10.545
0.751,23.162,1.887
1.087,24.342,2.997
0.705,23.286,2.023
1.147,23.76,2.391
0.817,22.986,1.691
1.651,24.984,3.503
1.305,26.158,4.783
0.307,22.182,1.007
